D0327,S617,545,583,7,E4430
D0327,B3644,585,598,-7,E4430
D0327,S614,599,599,3,E4393
D0327,B3644,600,610,-3,E4393
D0327,S630,611,611,1,E4629
D0327,B0634,612,620,-1,E4629
D0327,S631,620,620,7,E4647
D0327,B3923,623,636,-7,E4647
D0283,A067,0,0,21,F5415
D0283,A067,0,0,17,F5407
D0283,A067,0,0,27,F5494
D0283,A067,0,0,22,F5464
D0283,A067,0,0,24,F5418
D0283,A067,0,0,25,F5393
D0283,B2624,3,22,-21,F5415
D0283,B1590,29,46,-17,F5407
D0283,B7934,49,70,-27,F5494
D0283,B6024,76,95,-22,F5464
D0283,B2736,97,117,-24,F5418
D0283,B0697,121,141,-25,F5393
D0283,A067,145,145,19,F5429
D0283,A067,145,145,26,F5487
D0283,A067,145,145,13,F5432
D0283,A067,145,145,82,F5404
D0283,B3398,166,184,-19,F5429
D0283,B7555,187,207,-26,F5487
D0283,B3600,209,225,-13,F5432
D0283,B1321,227,259,-82,F5404
D0329,A111,0,0,15,F8294
D0329,A111,0,0,38,F8311
D0329,A111,0,0,49,F8316
D0329,B2706,1,18,-15,F8294
D0329,B4075,19,42,-38,F8311
D0329,B5455,43,69,-49,F8316
D0329,A111,71,71,27,F8317
D0329,A111,71,71,53,F8342
D0329,A111,71,71,59,F8340
D0329,B5641,74,95,-27,F8317
D0329,B8848,96,123,-53,F8342
D0329,B8575,125,153,-59,F8340
D0329,A111,157,157,57,F8325
D0329,A111,157,157,78,F8327
D0329,B6667,161,189,-57,F8325
D0329,B7149,191,222,-78,F8327
D0329,A111,227,227,53,F8335
D0329,A111,227,227,26,F8328
D0329,A111,227,227,38,F8305
D0329,B7883,232,259,-53,F8335
D0329,B7388,261,281,-26,F8328
D0329,B3650,282,305,-38,F8305
D0329,A111,311,311,23,F8289
D0329,A111,311,311,45,F8312
D0329,A111,311,311,29,F8309
D0329,B1466,318,337,-23,F8289
D0329,B4620,338,363,-45,F8312
D0329,B4028,364,385,-29,F8309
D0329,A111,392,392,80,F8298
D0329,A111,392,392,56,F8318
D0329,B2864,399,431,-80,F8298
D0329,B5650,433,460,-56,F8318
D0329,S482,486,526,1,E3451
D0329,B5240,535,543,-1,E3451
D0329,S451,549,549,1,E3283
D0329,B1186,551,559,-1,E3283
D0329,S448,562,562,4,E3274
D0329,B6665,563,574,-4,E3274
D0329,S451,574,578,1,E3286
D0329,B5775,579,587,-1,E3286
D0329,S491,591,591,1,E3518
D0329,B8697,591,599,-1,E3518
D0329,S474,603,603,3,E3396
D0329,B6497,605,615,-3,E3396
D0329,S474,617,623,3,E3398
D0329,B9111,624,634,-3,E3398
D0281,A040,0,0,90,F3718
D0281,B3222,1,34,-90,F3718
D0281,A040,35,35,91,F3742
D0281,B8452,36,70,-91,F3742
D0281,A040,71,71,86,F3714
D0281,B2404,73,106,-86,F3714
D0281,A040,108,108,77,F3741
D0281,B8407,110,141,-77,F3741
D0281,A040,143,143,91,F3724
D0281,B5113,146,180,-91,F3724
D0281,A040,183,183,67,F3735
D0281,A040,183,183,72,F3726
D0281,B7930,187,217,-67,F3735
D0281,B5674,220,250,-72,F3726
D0281,A040,254,254,78,F3705
D0281,B0292,258,289,-78,F3705
D0281,A040,293,293,76,F3736
D0281,B7964,297,328,-76,F3736
D0281,A040,332,332,60,F3740
D0281,A040,332,332,69,F3729
D0281,B8383,336,364,-60,F3740
D0281,B6319,366,396,-69,F3729
D0281,A040,401,401,35,F3730
D0281,A040,401,401,7,F3711
D0281,A040,401,401,43,F3744
D0281,A040,401,401,30,F3707
D0281,B6483,404,427,-35,F3730
D0281,B1899,429,442,-7,F3711
D0281,B8919,444,469,-43,F3744
D0281,B0899,470,491,-30,F3707
D0281,A040,497,497,74,F3738
D0281,A040,497,497,61,F3737
D0281,B8077,502,533,-74,F3738
D0281,B8048,535,563,-61,F3737
D0281,A040,569,569,82,F3732
D0281,A040,569,569,58,F3712
D0281,B7589,576,608,-82,F3732
D0281,B1921,610,638,-58,F3712
D0281,A040,645,645,32,F3739
D0281,A040,645,645,99,F3719
D0281,B8306,651,673,-32,F3739
D0281,B3580,677,712,-99,F3719
D0280,A103,0,0,75,F7688
D0280,B0640,2,33,-75,F7688
D0280,A103,35,35,27,F7690
D0280,A103,35,35,26,F7731
D0280,A103,35,35,26,F7709
D0280,A103,35,35,23,F7752
D0280,A103,35,35,32,F7694
D0280,B1073,42,63,-27,F7690
D0280,B5090,66,86,-26,F7731
D0280,B3096,90,110,-26,F7709
D0280,B7882,112,131,-23,F7752
D0280,B1519,134,156,-32,F7694
D0280,A103,166,166,16,F7691
D0280,A103,166,166,78,F7716
D0280,A103,166,166,41,F7700
D0280,B1104,186,203,-16,F7691
D0280,B3575,206,237,-78,F7716
D0280,B2065,241,265,-41,F7700
D0287,A028,0,0,27,F2416
D0287,A028,0,0,61,F2362
D0287,A028,0,0,37,F2425
D0287,B8239,1,22,-27,F2416
D0287,B3546,26,54,-61,F2362
D0287,B9139,55,78,-37,F2425
D0287,A028,81,81,83,F2329
D0287,A028,81,81,43,F2393
D0287,A028,81,81,10,F2371
D0287,B0878,93,125,-83,F2329
D0287,B6388,126,151,-43,F2393
D0287,B4437,153,167,-10,F2371
D0287,S464,203,216,1,E3365
D0287,B5968,222,230,-1,E3365
D0287,S489,233,233,3,E3486
D0287,B1186,238,248,-3,E3486
D0287,S461,250,252,1,E3317
D0287,B8238,260,268,-1,E3317
D0287,S464,276,276,1,E3357
D0287,B1315,283,291,-1,E3357
D0287,S463,298,301,2,E3323
D0287,B2393,304,313,-2,E3323
D0287,S463,316,323,1,E3348
D0287,B7768,579,587,-1,E3348
D0286,A053,0,0,34,F4341
D0286,B1925,2,24,-34,F4341
D0286,A053,26,26,11,F4358
D0286,A053,26,26,15,F4401
D0286,A053,26,26,73,F4387
D0286,A053,26,26,14,F4327
D0286,A053,26,26,27,F4349
D0286,B3507,30,45,-11,F4358
D0286,B8233,55,72,-15,F4401
D0286,B6777,75,106,-73,F4387
D0286,B0615,107,123,-14,F4327
D0286,B2735,125,146,-27,F4349
D0286,S396,228,228,1,E2940
D0286,B5518,246,254,-1,E2940
D0285,A087,0,0,9,F6663
D0285,B6773,4,18,-9,F6663
D0285,A087,22,22,6,F6665
D0285,A087,22,22,39,F6616
D0285,A087,22,22,41,F6603
D0285,A087,22,22,23,F6626
D0285,A087,22,22,17,F6598
D0285,A087,22,22,12,F6653
D0285,B6929,36,48,-6,F6665
D0285,B2494,51,75,-39,F6616
D0285,B1444,78,102,-41,F6603
D0285,B3484,105,124,-23,F6626
D0285,B0872,131,148,-17,F6598
D0285,B5922,155,170,-12,F6653
D0285,A087,189,189,5,F6596
D0285,A087,189,189,7,F6678
D0285,A087,189,189,15,F6640
D0285,A087,189,189,21,F6630
D0285,A087,189,189,26,F6643
D0285,A087,189,189,20,F6590
D0285,A087,189,189,22,F6655
D0285,A087,189,189,18,F6612
D0285,A087,189,189,6,F6670
D0285,B0746,209,221,-5,F6596
D0285,B8640,225,238,-7,F6678
D0285,B4637,243,260,-15,F6640
D0285,B3734,263,282,-21,F6630
D0285,B5215,283,303,-26,F6643
D0285,B0145,305,323,-20,F6590
D0285,B5970,325,344,-22,F6655
D0285,B2209,349,367,-18,F6612
D0285,B7502,377,389,-6,F6670
D0285,A087,414,414,3,F6605
D0285,A087,414,414,9,F6639
D0285,A087,414,414,28,F6614
D0285,A087,414,414,16,F6623
D0285,A087,414,414,14,F6599
D0285,A087,414,414,5,F6672
D0285,A087,414,414,6,F6620
D0285,A087,414,414,5,F6634
D0285,A087,414,414,11,F6602
D0285,A087,414,414,16,F6652
D0285,A087,414,414,18,F6632
D0285,A087,414,414,8,F6682
D0285,B1676,479,489,-3,F6605
D0285,B4609,492,506,-9,F6639
D0285,B2354,512,533,-28,F6614
D0285,B3389,539,556,-16,F6623
D0285,B1082,560,576,-14,F6599
D0285,B8150,581,593,-5,F6672
D0285,B3250,599,611,-6,F6620
D0285,B3940,615,627,-5,F6634
D0285,B1329,630,645,-11,F6602
D0285,B5831,650,667,-16,F6652
D0285,B3876,670,688,-18,F6632
D0285,B8892,691,704,-8,F6682
D0284,A108,0,0,40,F8022
D0284,A108,0,0,32,F8065
D0284,A108,0,0,10,F8069
D0284,A108,0,0,35,F8048
D0284,B0902,3,27,-40,F8022
D0284,B4917,29,51,-32,F8065
D0284,B5221,55,69,-10,F8069
D0284,B2920,71,94,-35,F8048
D0284,A108,98,98,9,F8077
D0284,A108,98,98,43,F8084
D0284,A108,98,98,55,F8036
D0284,A108,98,98,30,F8100
D0284,B6124,107,121,-9,F8077
D0284,B7212,128,153,-43,F8084
D0284,B2061,154,181,-55,F8036
D0284,B8291,182,203,-30,F8100
D0284,S009,209,210,1,E0087
D0284,B7375,215,223,-1,E0087
D0284,S045,225,225,1,E0891
D0284,B3058,573,581,-1,E0891
D0739,A123,0,0,38,F9117
D0739,A123,0,0,16,F9167
D0739,A123,0,0,20,F9091
D0739,A123,0,0,60,F9104
D0739,B3880,2,25,-38,F9117
D0739,B8435,27,44,-16,F9167
D0739,B0876,45,63,-20,F9091
D0739,B2256,64,92,-60,F9104
D0739,A123,94,94,57,F9132
D0739,A123,94,94,31,F9086
D0739,A123,94,94,10,F9147
D0739,A123,94,94,8,F9122
D0739,A123,94,94,20,F9090
D0739,B4769,110,138,-57,F9132
D0739,B0274,140,162,-31,F9086
D0739,B6092,164,178,-10,F9147
D0739,B4302,188,201,-8,F9122
D0739,B0846,208,226,-20,F9090
D0323,A008,0,0,41,F0416
D0323,A008,0,0,20,F0430
D0323,A008,0,0,31,F0501
D0323,A008,0,0,36,F0474
D0323,B1196,2,26,-41,F0416
D0323,B2202,29,47,-20,F0430
D0323,B7986,49,71,-31,F0501
D0323,B5249,74,97,-36,F0474
D0323,A008,99,99,7,F0469
D0323,A008,99,99,8,F0447
D0323,A008,99,99,10,F0480
D0323,A008,99,99,11,F0509
D0323,A008,99,99,31,F0483
D0323,A008,99,99,15,F0429
D0323,A008,99,99,41,F0492
D0323,A008,99,99,9,F0452
D0323,B5033,104,117,-7,F0469
D0323,B3437,132,145,-8,F0447
D0323,B6075,148,162,-10,F0480
D0323,B8703,168,183,-11,F0509
D0323,B6287,184,206,-31,F0483
D0323,B2176,207,224,-15,F0429
D0323,B7226,226,250,-41,F0492
D0323,B3717,255,269,-9,F0452
D0986,A099,0,0,13,F7376
D0986,A099,0,0,6,F7411
D0986,A099,0,0,7,F7425
D0986,A099,0,0,21,F7515
D0986,A099,0,0,30,F7421
D0986,A099,0,0,15,F7525
D0986,A099,0,0,10,F7371
D0986,A099,0,0,17,F7415
D0986,A099,0,0,12,F7343
D0986,A099,0,0,5,F7470
D0986,B1809,3,19,-13,F7376
D0986,B3292,26,38,-6,F7411
D0986,B3752,42,55,-7,F7425
D0986,B8376,58,77,-21,F7515
D0986,B3631,81,102,-30,F7421
D0986,B9058,104,121,-15,F7525
D0986,B1684,125,139,-10,F7371
D0986,B3417,143,160,-17,F7415
D0986,B0518,169,184,-12,F7343
D0986,B5953,188,200,-5,F7470
D0986,S614,217,217,5,E4390
D0986,S614,217,226,2,E4391
D0986,B3644,227,239,-5,E4390
D0986,B3644,239,248,-2,E4391
D0986,S624,249,249,1,E4520
D0986,B2451,251,259,-1,E4520
D0986,S613,259,259,1,E4377
D0986,B4435,261,269,-1,E4377
D0986,S614,270,271,1,E4394
D0986,B4435,272,280,-1,E4394
D0986,S629,280,280,1,E4568
D0986,B2451,282,290,-1,E4568
D0986,S623,291,292,1,E4517
D0986,B3259,326,334,-1,E4517
D0986,S613,366,366,2,E4372
D0986,B3644,368,377,-2,E4372
D0986,S629,378,384,1,E4569
D0986,B2451,386,394,-1,E4569
D0986,S630,396,399,2,E4627
D0986,B4435,399,408,-2,E4627
D0986,S621,409,423,1,E4487
D0986,B2451,425,433,-1,E4487
D0986,S617,435,449,8,E4434
D0986,B3923,452,465,-8,E4434
D0986,S633,470,512,4,E4655
D0986,B2451,514,525,-4,E4655
D0986,S613,525,525,2,E4374
D0986,B3644,527,536,-2,E4374
D0986,S613,538,550,2,E4375
D0986,B3644,552,561,-2,E4375
D0986,S615,562,562,1,E4406
D0986,B3253,563,571,-1,E4406
D0986,S612,573,575,2,E4348
D0986,B3253,577,586,-2,E4348
D0986,S613,588,588,1,E4363
D0986,B2451,588,596,-1,E4363
D0986,S617,598,599,11,E4431
D0986,S617,599,612,17,E4432
D0986,B3644,614,629,-11,E4431
D0986,B3644,629,646,-17,E4432
D0733,A067,0,0,15,F5488
D0733,A067,0,0,28,F5402
D0733,A067,0,0,34,F5503
D0733,A067,0,0,22,F5506
D0733,A067,0,0,31,F5437
D0733,B7636,5,22,-15,F5488
D0733,B1166,26,47,-28,F5402
D0733,B8956,52,74,-34,F5503
D0733,B9073,76,95,-22,F5506
D0733,B4166,98,120,-31,F5437
D0733,A067,127,127,13,F5430
D0733,A067,127,127,9,F5435
D0733,A067,127,127,82,F5398
D0733,A067,127,127,35,F5456
D0733,B3439,139,155,-13,F5430
D0733,B4049,157,171,-9,F5435
D0733,B0965,173,205,-82,F5398
D0733,B5373,208,231,-35,F5456
D0732,A060,0,0,20,F4821
D0732,A060,0,0,15,F4781
D0732,A060,0,0,15,F4811
D0732,A060,0,0,28,F4820
D0732,A060,0,0,19,F4789
D0732,B7891,1,19,-20,F4821
D0732,B3698,21,38,-15,F4781
D0732,B6999,41,58,-15,F4811
D0732,B7837,60,81,-28,F4820
D0732,B4709,86,104,-19,F4789
D0732,A060,106,106,16,F4833
D0732,A060,106,106,46,F4750
D0732,A060,106,106,42,F4834
D0732,A060,106,106,35,F4813
D0732,B8776,113,130,-16,F4833
D0732,B0619,135,160,-46,F4750
D0732,B8780,161,185,-42,F4834
D0732,B7315,187,210,-35,F4813
D0732,S033,244,244,1,E0690
D0732,B3960,423,431,-1,E0690
D0732,S428,531,538,1,E3180
D0732,B6319,551,559,-1,E3180
D0732,S521,573,573,3,E3738
D0732,B6179,621,631,-3,E3738
D0731,A016,0,0,81,F0989
D0731,B6163,2,34,-81,F0989
D0731,A016,36,36,33,F0969
D0731,A016,36,36,57,F1003
D0731,A016,36,36,43,F0946
D0731,B4042,42,64,-33,F0969
D0731,B7723,66,94,-57,F1003
D0731,B1514,96,121,-43,F0946
D0731,A016,127,127,66,F0974
D0731,A016,127,127,67,F0941
D0731,B4551,137,166,-66,F0974
D0731,B1047,167,197,-67,F0941
D0731,S334,202,219,1,E2628
D0731,B8714,245,253,-1,E2628
D0731,S131,253,255,1,E1544
D0731,B0246,257,265,-1,E1544
D0731,S135,266,270,1,E1567
D0731,B2100,271,279,-1,E1567
D0730,A016,0,0,63,F1008
D0730,A016,0,0,69,F0944
D0730,B8202,3,32,-63,F1008
D0730,B1426,34,64,-69,F0944
D0730,A016,67,67,43,F1015
D0730,A016,67,67,78,F0988
D0730,B8691,73,98,-43,F1015
D0730,B5892,99,130,-78,F0988
D0730,A016,137,137,24,F0999
D0730,A016,137,137,92,F0994
D0730,B7448,146,166,-24,F0999
D0730,B6646,168,202,-92,F0994
D0730,S394,242,247,2,E2929
D0730,B2670,249,258,-2,E2929
D0730,S481,273,273,1,E3446
D0730,B2095,279,287,-1,E3446
D0730,S436,299,305,3,E3216
D0730,B3852,306,316,-3,E3216
D0730,S419,318,318,3,E3058
D0730,B3644,470,480,-3,E3058
D0730,S612,483,504,1,E4350
D0730,B5751,513,521,-1,E4350
D0730,S617,533,533,1,E4428
D0730,B3644,535,543,-1,E4428
D0730,S617,545,548,8,E4429
D0730,B3644,550,563,-8,E4429
D0730,S615,564,567,1,E4411
D0730,B3644,568,576,-1,E4411
D0730,S618,577,577,1,E4449
D0730,B3644,578,586,-1,E4449
D0730,S630,587,587,2,E4621
D0730,S630,587,593,1,E4622
D0730,B3644,594,603,-2,E4621
D0730,B3644,603,611,-1,E4622
D0730,S615,612,612,1,E4412
D0730,B3644,613,621,-1,E4412
D0730,S626,623,623,1,E4531
D0730,B2794,645,653,-1,E4531
D0737,A083,0,0,36,F6431
D0737,B5904,0,23,-36,F6431
D0737,A083,23,23,24,F6440
D0737,A083,23,23,38,F6442
D0737,A083,23,23,56,F6451
D0737,B7634,27,47,-24,F6440
D0737,B8058,51,74,-38,F6442
D0737,B8748,75,102,-56,F6451
D0737,A083,108,108,40,F6458
D0737,A083,108,108,44,F6393
D0737,A083,108,108,51,F6405
D0737,B9204,115,139,-40,F6458
D0737,B1949,140,165,-44,F6393
D0737,B2895,166,192,-51,F6405
D0737,A083,200,200,12,F6438
D0737,A083,200,200,30,F6423
D0737,A083,200,200,91,F6392
D0737,B7063,209,224,-12,F6438
D0737,B4535,226,247,-30,F6423
D0737,B1936,249,283,-91,F6392
D0737,S133,289,289,1,E1555
D0737,B1066,291,299,-1,E1555
D0737,S111,305,309,7,E1491
D0737,S111,309,317,2,E1492
D0737,B0810,319,332,-7,E1491
D0737,B0810,332,341,-2,E1492
D0736,A006,0,0,50,F0241
D0736,A006,0,0,53,F0233
D0736,B2948,2,28,-50,F0241
D0736,B2376,32,59,-53,F0233
D0736,A006,63,63,47,F0274
D0736,A006,63,63,81,F0230
D0736,B5956,73,99,-47,F0274
D0736,B2152,101,133,-81,F0230
D0736,S491,203,231,3,E3517
D0736,B0833,239,249,-3,E3517
D0736,S495,251,254,1,E3553
D0736,B1416,255,263,-1,E3553
D0736,S521,295,296,1,E3708
D0736,B1774,297,305,-1,E3708
D0736,S521,306,314,5,E3734
D0736,S521,314,319,1,E3735
D0736,B6179,367,379,-5,E3734
D0736,B6179,379,387,-1,E3735
D0736,S341,390,392,1,E2707
D0736,B6468,395,403,-1,E2707
D0736,S354,411,419,1,E2768
D0736,B5474,464,472,-1,E2768
D0736,S419,472,473,2,E3064
D0736,B5581,476,485,-2,E3064
D0736,S412,499,500,3,E2983
D0736,B2783,504,514,-3,E2983
D0736,S448,526,526,1,E3268
D0736,B5240,531,539,-1,E3268
D0736,S463,545,552,1,E3324
D0736,B2399,558,566,-1,E3324
D0736,S429,569,570,14,E3195
D0736,B6407,575,591,-14,E3195
D0736,S486,595,596,2,E3473
D0736,B2323,599,608,-2,E3473
D0736,S483,610,612,8,E3452
D0736,B2323,614,627,-8,E3452
D0735,A007,0,0,24,F0381
D0735,A007,0,0,24,F0349
D0735,A007,0,0,61,F0353
D0735,A007,0,0,30,F0315
D0735,B6986,4,24,-24,F0381
D0735,B3823,31,51,-24,F0349
D0735,B4021,58,86,-61,F0353
D0735,B0556,87,108,-30,F0315
D0735,A007,112,112,12,F0396
D0735,A007,112,112,30,F0328
D0735,A007,112,112,96,F0338
D0735,B8765,121,136,-12,F0396
D0735,B1468,142,163,-30,F0328
D0735,B2521,165,199,-96,F0338
D0735,S603,205,210,1,E4257
D0735,B4409,210,218,-1,E4257
D0735,S600,225,225,1,E4232
D0735,S600,225,227,1,E4233
D0735,B6884,231,239,-1,E4232
D0735,B6884,239,247,-1,E4233
D0735,S597,249,249,3,E4191
D0735,B4764,250,260,-3,E4191
D0735,S600,262,272,1,E4215
D0735,B2521,273,281,-1,E4215
D0735,S597,283,283,3,E4193
D0735,B6884,285,295,-3,E4193
D0735,S597,297,297,2,E4181
D0735,B3354,300,309,-2,E4181
D0734,A067,0,0,23,F5459
D0734,A067,0,0,24,F5386
D0734,A067,0,0,55,F5444
D0734,A067,0,0,10,F5420
D0734,A067,0,0,19,F5401
D0734,B5709,9,28,-23,F5459
D0734,B0104,31,51,-24,F5386
D0734,B4395,53,80,-55,F5444
D0734,B2843,81,95,-10,F5420
D0734,B1116,98,116,-19,F5401
D0734,A067,125,125,17,F5476
D0734,A067,125,125,24,F5452
D0734,A067,125,125,1,F5417
D0734,A067,125,125,12,F5425
D0734,A067,125,125,21,F5453
D0734,A067,125,125,53,F5493
D0734,B6695,137,154,-17,F5476
D0734,B4890,160,180,-24,F5452
D0734,B2722,182,190,-1,F5417
D0734,B3111,193,208,-12,F5425
D0734,B4966,209,228,-21,F5453
D0734,B7865,231,258,-53,F5493
D0850,A055,0,0,47,F4500
D0850,B3927,2,28,-47,F4500
D0850,A055,30,30,50,F4535
D0850,A055,30,30,22,F4495
D0850,A055,30,30,21,F4540
D0850,A055,30,30,40,F4519
D0850,B8658,35,61,-50,F4535
D0850,B2960,63,82,-22,F4495
D0850,B8900,83,102,-21,F4540
D0850,B6678,107,131,-40,F4519
D0850,S337,212,234,1,E2666
D0850,B1516,237,245,-1,E2666
D0850,S368,250,251,1,E2821
D0850,B6086,254,262,-1,E2821
D0850,S375,264,264,2,E2861
D0850,B4376,265,274,-2,E2861
D0851,A056,0,0,84,F4580
D0851,B6534,1,33,-84,F4580
D0851,A056,34,34,53,F4570
D0851,A056,34,34,31,F4554
D0851,A056,34,34,54,F4578
D0851,B5915,38,65,-53,F4570
D0851,B2076,68,90,-31,F4554
D0851,B6509,91,118,-54,F4578
D0851,A056,125,125,35,F4591
D0851,A056,125,125,44,F4568
D0851,A056,125,125,56,F4583
D0851,B9039,134,157,-35,F4591
D0851,B5541,159,184,-44,F4568
D0851,B7541,185,212,-56,F4583
D0851,S544,224,229,1,E3856
D0851,B0608,230,238,-1,E3856
D0851,S557,244,244,1,E3903
D0851,B1804,249,257,-1,E3903
D0555,A067,0,0,6,F5433
D0555,A067,0,0,59,F5391
D0555,A067,0,0,30,F5480
D0555,A067,0,0,30,F5405
D0555,B3706,8,20,-6,F5433
D0555,B0534,30,58,-59,F5391
D0555,B7029,59,80,-30,F5480
D0555,B1427,82,103,-30,F5405
D0555,A067,112,112,55,F5439
